merchant_id,merchant_category_id,subsector_description,latitude,longitude
M_ID_3f266ced4a,560,gas,43.189,-71.515
M_ID_3f28dab9b6,63,consumer electronics,43.212,-71.583
M_ID_3f29b41fd6,68,consumer electronics,43.228,-71.532
M_ID_3f2ae4ed58,278,restaurant/dining,41.727,-72.707
M_ID_3f2b92efe5,683,gas,42.682,-73.785
M_ID_3f2d234634,289,consumer electronics,40.408,-80.009
M_ID_3f2e833ddd,343,internet,43.166,-71.547
M_ID_3f2fe49b4e,87,consumer electronics,43.183,-71.54
M_ID_3f3084da59,367,carpentry,43.182,-71.55
M_ID_3f30cc6479,705,groceries,41.668,-73.952
M_ID_3f30e6e87e,307,entertainment,41.749,-72.726
M_ID_3f31ba7d9c,333,insurance,43.239,-71.573
M_ID_3f3251aa0f,307,entertainment,39.695,-74.985
M_ID_3f3274b359,690,biotechnology,41.72,-72.689
M_ID_3f3319d527,373,hotel,40.414,-80.01
M_ID_3f3355773d,333,insurance,43.217,-71.583
M_ID_3f33a5c26a,705,groceries,41.791,-72.667
M_ID_3f34dec82c,195,gas,42.614,-73.729
M_ID_3f350ce86d,108,gas,43.155,-71.535
M_ID_3f357b753b,367,carpentry,41.681,-73.952
M_ID_3f35ef9a50,367,carpentry,41.72,-73.96
M_ID_3f36467c9a,298,insurance,42.355,-73.142
M_ID_3f38b63dd2,661,internet,40.421,-79.993
M_ID_3f3901f9d7,401,luxury goods,43.234,-71.577
M_ID_3f39aed07b,198,insurance,42.24,-71.791
M_ID_3f39ff94da,419,biotechnology,41.761,-72.714
M_ID_3f3be2caa4,206,biotechnology,41.698,-73.947
M_ID_3f3ca0a54c,705,groceries,41.674,-73.895
M_ID_3f3eb6f172,367,carpentry,41.651,-73.881
M_ID_3f3fc0d85f,818,semiconductors,42.673,-73.732
M_ID_3f40ad9911,276,consumer electronics,41.736,-72.667
M_ID_3f41acb8c7,705,groceries,43.201,-71.589
M_ID_3f428938d6,278,restaurant/dining,42.694,-73.77
M_ID_3f447b3694,705,groceries,40.455,-79.99
M_ID_3f44994383,309,beauty & personal care,41.71,-73.947
M_ID_3f44bf5d39,171,gas,41.691,-73.952
M_ID_3f46b26161,422,consumer electronics,43.19,-71.534
M_ID_3f48320bbd,119,insurance,43.155,-71.537
M_ID_3f487e9738,367,carpentry,42.639,-73.753
M_ID_3f4a53834a,278,restaurant/dining,40.48,-80.004
M_ID_3f4a5ee4e2,661,internet,43.206,-71.593
M_ID_3f4aba698a,705,groceries,42.232,-71.848
M_ID_3f4b329834,560,gas,41.724,-73.96
M_ID_3f4b7886a2,307,entertainment,41.8,-72.632
M_ID_3f4ec44533,683,gas,43.184,-71.558
M_ID_3f52f51a23,80,restaurant/dining,43.179,-71.588
M_ID_3f53431ed0,401,luxury goods,42.877,-71.483
M_ID_3f53ea376e,19,real estate investments,41.662,-73.943
M_ID_3f553f3209,215,beauty & personal care,43.18,-71.573
M_ID_3f56544c88,166,retail apparel,42.649,-73.781
M_ID_3f56b3609d,108,gas,41.684,-73.9
M_ID_3f5790f814,278,restaurant/dining,43.245,-71.56
M_ID_3f58149c2c,705,groceries,40.269,-76.632
M_ID_3f5a22752a,80,restaurant/dining,40.386,-80.01
M_ID_3f5e5197b6,222,beauty & personal care,41.743,-72.672
M_ID_3f5f990103,2,health care services,41.788,-72.661
M_ID_3f60bb8190,80,restaurant/dining,39.162,-77.111
M_ID_3f60ca8201,560,gas,42.302,-71.785
M_ID_3f616a61b1,705,groceries,41.767,-72.705
M_ID_3f63a864a8,80,restaurant/dining,41.722,-72.675
M_ID_3f64021a94,278,restaurant/dining,42.218,-71.851
M_ID_3f644b8667,580,internet,40.417,-80.017
M_ID_3f64f2fea3,518,consumer electronics,42.675,-73.735
M_ID_3f66bc9ef0,401,luxury goods,42.612,-73.74
M_ID_3f68679a9e,560,gas,41.776,-72.665
M_ID_3f693ba970,367,carpentry,41.691,-73.91
M_ID_3f698c19dd,369,consumer electronics,41.715,-72.642
M_ID_3f69e56545,695,gas,43.6,-71.676
M_ID_3f6b5d4b75,80,restaurant/dining,40.469,-80.034
M_ID_3f6b91bb11,497,consumer electronics,42.29,-71.828
M_ID_3f6cf92377,307,entertainment,42.253,-71.79
M_ID_3f6d712c56,367,carpentry,43.21,-71.515
M_ID_3f6d8d0b3e,108,gas,41.714,-72.689
M_ID_3f6ddf2108,367,carpentry,41.752,-72.681
M_ID_3f6e18bced,278,restaurant/dining,41.737,-73.891
M_ID_3f6e770a3c,222,beauty & personal care,43.099,-77.539
M_ID_3f7002e381,45,hotel,43.235,-71.548
M_ID_3f7021cbb6,369,consumer electronics,40.432,-79.972
M_ID_3f7098df74,307,entertainment,42.64,-73.754
M_ID_3f712f0907,307,entertainment,41.765,-72.684
M_ID_3f7159463c,705,groceries,42.977,-76.787
M_ID_3f715f5b2e,289,consumer electronics,41.734,-73.973
M_ID_3f718ef96c,80,restaurant/dining,41.667,-73.897
M_ID_3f722d6dab,126,consumer electronics,41.754,-72.7
M_ID_3f72a071e6,360,gas,43.174,-71.581
M_ID_3f733beb13,607,retail apparel,43.224,-71.494
M_ID_3f74d108f2,45,hotel,43.174,-71.547
M_ID_3f753d012b,111,real estate investments,41.803,-72.721
M_ID_3f7680263f,63,consumer electronics,40.433,-79.995
M_ID_3f76b4294b,307,entertainment,40.441,-80.014
M_ID_3f77525e3f,130,luxury goods,41.657,-73.952
M_ID_3f777df529,222,beauty & personal care,46.322,-67.902
M_ID_3f77ed2ffd,278,restaurant/dining,43.231,-71.509
M_ID_3f7837409e,705,groceries,41.656,-73.954
M_ID_3f78680e1c,401,luxury goods,41.751,-72.648
M_ID_3f78d3a6de,705,groceries,43.181,-71.515
M_ID_3f7b27cac8,427,consumer electronics,43.929,-76.309
M_ID_3f7be77ab6,278,restaurant/dining,40.453,-79.963
M_ID_3f7cf8c656,683,liquor,40.468,-79.987
M_ID_3f7d173581,307,entertainment,42.277,-71.781
M_ID_3f7da63db0,457,luxury goods,42.306,-71.758
M_ID_3f80343dc9,278,restaurant/dining,42.454,-77.87
M_ID_3f803e1646,179,internet,41.806,-72.698
M_ID_3f8127c5c3,333,insurance,41.702,-73.877
M_ID_3f8246a182,544,retail apparel,41.756,-72.679
M_ID_3f82822de9,278,restaurant/dining,40.456,-79.972
M_ID_3f83435e15,705,groceries,42.237,-71.813
M_ID_3f8440fbe7,63,consumer electronics,43.191,-71.501
M_ID_3f84753dc2,309,beauty & personal care,41.739,-73.891
M_ID_3f863c5635,457,luxury goods,41.683,-73.918
M_ID_3f87b68043,419,biotechnology,41.745,-72.689
M_ID_3f87c92767,278,restaurant/dining,43.209,-71.518
M_ID_3f880808d8,343,internet,41.74,-73.912
M_ID_3f8895346c,560,gas,42.229,-71.765
M_ID_3f897c07d9,416,internet,42.267,-71.788
M_ID_3f8c0bb326,755,internet,43.18,-71.591
M_ID_3f8c74d154,130,luxury goods,42.259,-71.834
M_ID_3f8e30e125,278,restaurant/dining,43.214,-71.549
M_ID_3f8e3996a6,87,consumer electronics,43.216,-71.549
M_ID_3f904b3acd,278,restaurant/dining,41.655,-73.965
M_ID_3f90affdb2,369,consumer electronics,41.716,-73.892
M_ID_3f949bb5c5,497,consumer electronics,41.703,-73.944
M_ID_3f94a5068f,705,groceries,43.247,-71.55
M_ID_3f95eba2d1,68,consumer electronics,42.238,-71.821
M_ID_3f96176f1b,195,gas,43.158,-71.58
M_ID_3f990f86f2,544,retail apparel,42.294,-71.763
M_ID_3f9a678999,126,consumer electronics,42.689,-73.804
M_ID_3f9a7e7127,45,hotel,43.227,-71.575
M_ID_3f9b557c8e,343,internet,42.686,-73.794
M_ID_3f9b60848d,623,financial services,42.27,-80.122
M_ID_3f9c75e4e8,367,carpentry,42.615,-73.742
M_ID_3f9cf558b7,278,restaurant/dining,43.498,-77.803
M_ID_3f9d075728,818,semiconductors,40.411,-80.038
M_ID_3f9d0e4ee0,276,consumer electronics,41.795,-72.683
M_ID_3f9d704e58,78,professional photography,42.605,-73.799
M_ID_3f9ddc2aac,222,beauty & personal care,42.261,-71.824
M_ID_3f9eea70c2,87,consumer electronics,42.697,-73.757
M_ID_3f9efe2d7a,307,entertainment,41.701,-73.904
M_ID_3f9f1f23bd,834,consumer electronics,41.785,-72.672
M_ID_3f9fefaa2c,834,consumer electronics,41.735,-72.639
M_ID_3fa06d600f,333,insurance,40.432,-80.007
M_ID_3fa3a10fe4,580,internet,43.155,-71.583
M_ID_3fa4a85d97,401,luxury goods,43.175,-71.539
M_ID_3fa5aec556,416,internet,41.714,-72.717
M_ID_3fa677dbdc,884,consumer electronics,43.249,-71.5
M_ID_3fa7460cb0,119,insurance,41.724,-72.685
M_ID_3fa80d935d,333,insurance,42.217,-71.836
M_ID_3fa9e631ec,434,flights,40.438,-79.966
M_ID_3faa403be4,818,semiconductors,43.171,-71.556
M_ID_3faa8fedff,422,consumer electronics,41.689,-73.898
M_ID_3faa9efb87,506,advertising services,41.695,-73.973
M_ID_3fab24184f,401,luxury goods,42.656,-73.717
M_ID_3fad6fd7a3,889,consumer electronics,42.295,-71.765
M_ID_3fad917a1a,80,restaurant/dining,42.632,-73.795
M_ID_3fade257d3,307,entertainment,41.733,-73.951
M_ID_3faded3ed6,68,consumer electronics,42.215,-71.79
M_ID_3faec96fc3,367,carpentry,38.822,-75.964
M_ID_3faf61e072,307,entertainment,41.697,-73.899
M_ID_3faf98ab57,580,internet,40.396,-80.043
M_ID_3fb0e69b86,661,internet,42.247,-71.768
M_ID_3fb2725869,80,restaurant/dining,42.255,-71.817
M_ID_3fb3fde03d,108,gas,43.251,-71.495
M_ID_3fb47120a6,108,gas,41.762,-72.676
M_ID_3fb50ad878,414,retail apparel,41.733,-73.95
M_ID_3fb5583f9f,518,consumer electronics,41.717,-72.698
M_ID_3fb6160f00,457,luxury goods,42.221,-71.782
M_ID_3fb65ddf19,422,consumer electronics,42.265,-71.797
M_ID_3fb6d57254,705,groceries,42.633,-73.799
M_ID_3fb711d743,367,carpentry,42.686,-73.81
M_ID_3fb7bf665a,705,groceries,42.603,-73.811
M_ID_3fb7d0ff4a,130,luxury goods,43.235,-71.525
M_ID_3fb86338ff,248,internet,42.654,-73.804
M_ID_3fb9f16e7f,683,gas,42.3,-71.775
M_ID_3fba171ef6,683,gas,42.264,-71.789
M_ID_3fbb7a7fc8,130,luxury goods,43.239,-71.589
M_ID_3fbd385c29,560,gas,41.72,-73.967
M_ID_3fbd6688aa,307,entertainment,42.213,-71.799
M_ID_3fbdac75a0,506,advertising services,40.448,-79.966
M_ID_3fc0795554,307,entertainment,42.669,-73.803
M_ID_3fc12fb3f4,360,gas,41.67,-73.884
M_ID_3fc1b07b49,560,gas,40.454,-80.035
M_ID_3fc1e822b9,842,restaurant/dining,43.244,-71.563
M_ID_3fc434bcc2,497,consumer electronics,41.723,-73.916
M_ID_3fc4d5eafd,705,groceries,43.184,-71.549
M_ID_3fc56f1dd3,734,tobacco,42.645,-73.749
M_ID_3fc5f4d8fd,705,groceries,43.174,-71.58
M_ID_3fc6ebd46c,417,consumer electronics,42.648,-73.751
M_ID_3fc6fbe581,367,gym,41.718,-73.936
M_ID_3fc8b2f7cc,63,consumer electronics,41.656,-73.89
M_ID_3fca0e14de,518,consumer electronics,41.683,-73.877
M_ID_3fcc9a1823,755,internet,41.74,-73.904
M_ID_3fcd117a94,884,consumer electronics,42.667,-73.721
M_ID_3fce5d7d30,884,consumer electronics,42.282,-71.792
M_ID_3fce8eae03,367,carpentry,40.4,-80.045
M_ID_3fcf77275d,195,gas,41.662,-73.97
M_ID_3fcf861c02,705,groceries,42.603,-73.755
M_ID_3fcf950b3c,506,advertising services,42.672,-73.724
M_ID_3fcfd87b63,834,consumer electronics,41.726,-73.908
M_ID_3fd0c9f488,497,consumer electronics,42.28,-71.77
M_ID_3fd0ca76b4,367,carpentry,43.198,-71.538
M_ID_3fd18f8f35,695,gas,40.461,-80.049
M_ID_3fd2682662,650,retail apparel,41.702,-73.897
M_ID_3fd292b2d1,419,retail apparel,43.21,-71.566
M_ID_3fd3dd9bdd,298,insurance,41.681,-73.927
M_ID_3fd40d325c,87,consumer electronics,42.605,-73.784
M_ID_3fd4112fa0,422,consumer electronics,41.651,-73.965
M_ID_3fd4a77fe9,755,internet,42.298,-71.775
M_ID_3fd4e8092e,356,beauty & personal care,43.237,-71.563
M_ID_3fd5e6cc01,705,groceries,42.293,-71.806
M_ID_3fd6749813,457,luxury goods,43.206,-71.537
M_ID_3fd6abb2a5,222,beauty & personal care,41.666,-73.967
M_ID_3fd75dc35e,401,luxury goods,41.725,-72.703
M_ID_3fd8bb5d28,278,restaurant/dining,41.772,-72.705
M_ID_3fd99d39bb,884,consumer electronics,41.697,-73.918
M_ID_3fd9a8ea97,607,retail apparel,41.738,-72.637
M_ID_3fda456a69,367,carpentry,42.654,-73.722
M_ID_3fda4dd10b,80,restaurant/dining,42.62,-73.805
M_ID_3fdab1dbf0,367,carpentry,43.239,-71.503
M_ID_3fdd1502fc,661,internet,40.455,-79.955
M_ID_3fddc09f80,683,gas,42.623,-73.759
M_ID_3fde88a5c8,818,semiconductors,42.237,-71.759
M_ID_3fe00a8787,278,restaurant/dining,42.608,-73.73
M_ID_3fe0b4649d,422,consumer electronics,42.664,-73.765
M_ID_3fe339e63f,401,luxury goods,43.217,-71.518
M_ID_3fe36a4725,278,restaurant/dining,41.767,-72.634
M_ID_3fe4c91586,248,internet,40.46,-79.971
M_ID_3fe55351e9,68,consumer electronics,41.038,-77.87
M_ID_3fe57b640d,703,retail apparel,41.648,-73.92
M_ID_3fe6a1cc98,367,carpentry,40.456,-79.984
M_ID_3fe73e03c0,68,consumer electronics,41.794,-72.654
M_ID_3fe7485049,278,restaurant/dining,43.172,-71.587
M_ID_3fe92f32b3,298,insurance,42.626,-73.766
M_ID_3fe9fec5bb,179,internet,41.787,-72.669
M_ID_3ff0201a14,110,retail apparel,42.626,-73.748
M_ID_3ff18666d3,796,insurance,42.25,-71.807
M_ID_3ff3948811,705,groceries,40.465,-80.031
M_ID_3ff43ab0cc,195,gas,42.215,-71.76
M_ID_3ff4b25d6d,531,consumer electronics,42.231,-71.818
M_ID_3ff4c5552d,417,consumer electronics,41.654,-73.918
M_ID_3ff5eab458,307,entertainment,42.636,-73.739
M_ID_3ff607cc10,278,restaurant/dining,42.262,-71.82
M_ID_3ff66ad97d,607,retail apparel,40.409,-80.018
M_ID_3ff6786c66,755,internet,42.693,-73.739
M_ID_3ff7572382,401,luxury goods,42.221,-71.798
M_ID_3ff811bdc1,273,health care services,40.401,-79.969
M_ID_3ff877e637,195,gas,40.441,-79.973
M_ID_3ff95bf47a,705,groceries,43.224,-71.584
M_ID_3ffb353a87,289,consumer electronics,41.806,-72.633
M_ID_3ffd43b4cd,45,hotel,41.719,-72.683
M_ID_400021d75f,891,retail apparel,41.765,-72.69
M_ID_400095b031,222,beauty & personal care,41.756,-72.642
M_ID_4002eb8697,309,beauty & personal care,42.598,-73.809
M_ID_400390c155,401,luxury goods,41.728,-73.911
M_ID_40040538de,683,gas,41.806,-72.675
M_ID_4004c2fb41,307,entertainment,41.695,-73.953
M_ID_4004e20f8a,343,internet,41.799,-72.678
M_ID_40051217ac,278,restaurant/dining,42.658,-73.734
M_ID_4006cd75d9,511,gym,40.43,-79.979
M_ID_4009626c08,489,advertising services,40.445,-80.01
M_ID_400a969f80,529,health care services,40.445,-80.038
M_ID_400c2ed4e5,130,luxury goods,43.191,-71.576
M_ID_400c4ec2b7,195,gas,44.079,-74.553
M_ID_400dbb46e0,307,entertainment,41.723,-73.923
M_ID_40104c9c4c,401,luxury goods,42.627,-73.75
M_ID_40130369cd,683,gas,42.27,-71.818
M_ID_4014bcd0a7,386,retail apparel,41.698,-73.94
M_ID_4016d701ad,195,gas,40.446,-80.044
M_ID_401728d593,683,gas,42.636,-73.753
M_ID_40193c3481,557,retail apparel,41.787,-72.637
M_ID_4019ec6c63,179,internet,41.661,-73.975
M_ID_401bb27443,427,consumer electronics,40.446,-79.952
M_ID_401c045ea7,842,restaurant/dining,43.225,-71.588
M_ID_401c0a9e35,839,retail apparel,44.147,-73.698
M_ID_401cd305d6,299,luxury goods,40.448,-80.0
M_ID_401ce61c52,278,restaurant/dining,41.735,-72.717
M_ID_401d3f5499,87,consumer electronics,43.212,-71.592
M_ID_401d7d9d05,367,carpentry,43.243,-71.568
M_ID_401e072f19,367,carpentry,40.469,-79.975
M_ID_401e65db5e,299,luxury goods,43.158,-71.563
M_ID_401f0dda2a,819,tobacco,41.778,-72.662
M_ID_40207a6b16,360,restaurant/dining,40.481,-80.002
M_ID_402182becd,818,semiconductors,41.774,-72.699
M_ID_4022050600,531,consumer electronics,43.221,-71.525
M_ID_40228349d4,367,carpentry,42.644,-73.78
M_ID_4023bb4584,307,entertainment,41.688,-73.927
M_ID_4023fa9fc8,560,gas,42.625,-73.755
M_ID_402408d04f,278,restaurant/dining,42.247,-71.813
M_ID_402422db83,222,beauty & personal care,42.246,-71.819
M_ID_4024a33f35,705,groceries,41.728,-72.681
M_ID_4025ac6f33,78,beauty & personal care,41.696,-73.947
M_ID_40261518b2,108,gas,41.781,-72.65
M_ID_40272e6819,695,gas,41.743,-72.648
M_ID_4027302e0f,779,consumer electronics,43.251,-71.532
M_ID_4027552261,373,hotel,43.192,-71.565
M_ID_40282500da,130,luxury goods,42.259,-71.764
M_ID_4028cff867,884,consumer electronics,42.275,-71.807
M_ID_402a2ed1fc,87,consumer electronics,41.81,-72.724
M_ID_402a6d1446,779,consumer electronics,40.415,-79.97
M_ID_402eabc7cc,705,groceries,42.682,-73.791
M_ID_4031c22f63,108,gas,41.807,-72.641
M_ID_40322392ab,195,gas,42.243,-71.812
M_ID_40324e5f4d,497,consumer electronics,40.398,-80.018
M_ID_40325ba643,80,restaurant/dining,46.415,-69.879
M_ID_40326e713e,195,gas,42.286,-71.8
M_ID_4032ab1771,531,consumer electronics,43.248,-71.568
M_ID_4032c96a6d,299,luxury goods,42.051,-70.669
M_ID_40346e5c42,412,hotel,43.252,-71.572
M_ID_4034c3849f,68,consumer electronics,40.453,-80.014
M_ID_4034c9ddfe,422,consumer electronics,40.429,-80.021
M_ID_40372e4c76,457,luxury goods,42.252,-71.825
M_ID_4038a256f7,705,groceries,43.252,-71.509
M_ID_4039ab8931,299,luxury goods,42.683,-73.75
M_ID_403a1dbfa5,683,gas,42.214,-71.758
M_ID_403b327d80,108,gas,43.813,-72.594
M_ID_403bcfe98e,534,gym,41.784,-72.687
M_ID_403e7d3c8d,278,restaurant/dining,43.197,-71.515
M_ID_403f2409e0,360,gas,43.187,-71.592
M_ID_403fa10209,276,consumer electronics,41.72,-73.969
M_ID_403fbe61e5,607,retail apparel,41.711,-73.967
M_ID_4040505914,401,luxury goods,42.259,-71.839
M_ID_404153f160,823,tobacco,43.201,-71.578
M_ID_40436aeb55,278,restaurant/dining,41.726,-72.656
M_ID_40448a08cb,560,gas,41.782,-72.723
M_ID_40449937e8,307,entertainment,41.752,-72.715
M_ID_4044bd79cd,248,internet,41.703,-73.973
M_ID_404569c8d7,130,luxury goods,43.209,-71.516
M_ID_404592e845,670,flights,45.989,-68.104
M_ID_4048256e0f,891,retail apparel,41.683,-73.896
M_ID_4048aac753,198,insurance,42.222,-71.826
M_ID_404bfaad20,557,retail apparel,43.188,-71.575
M_ID_404c41245c,705,gas,41.715,-73.909
M_ID_404c8bd91b,705,groceries,40.478,-80.033
M_ID_404d1f4d1e,108,gas,41.646,-73.887
M_ID_40506d3a18,889,consumer electronics,42.624,-73.745
M_ID_40507cf11f,298,insurance,40.391,-80.007
M_ID_4050c63a2e,171,gas,42.611,-73.723
M_ID_4050e6dd2c,278,restaurant/dining,42.616,-73.739
M_ID_4051772e8b,607,retail apparel,42.291,-71.77
M_ID_4051bbce76,307,entertainment,42.561,-72.921
M_ID_4052284bcb,278,restaurant/dining,41.668,-73.952
M_ID_4053c9860c,108,gas,43.232,-71.569
M_ID_4053cb7dc0,434,flights,40.46,-80.036
M_ID_4054313435,63,consumer electronics,42.25,-71.824
M_ID_40544b2334,401,luxury goods,42.212,-71.776
M_ID_40545980da,792,real estate services,41.8,-72.647
M_ID_4056d4d853,63,consumer electronics,41.565,-77.201
M_ID_4057288d8a,360,gas,40.387,-79.989
M_ID_4057d9504b,884,consumer electronics,40.391,-80.018
M_ID_4057fb47d9,309,beauty & personal care,42.283,-71.794
M_ID_405817e999,607,retail apparel,43.161,-71.55
M_ID_4058ff9bb6,278,restaurant/dining,42.277,-71.846
M_ID_405dccfc5c,195,gas,40.465,-80.037
M_ID_4062ec8615,130,luxury goods,40.423,-80.016
M_ID_40635fca8a,560,gas,42.287,-71.811
M_ID_406404121a,560,gas,41.73,-73.905
M_ID_40643f3fdf,637,restaurant/dining,42.626,-73.802
M_ID_4064f8269a,796,insurance,41.765,-72.7
M_ID_40650cd0bf,299,luxury goods,41.739,-73.927
M_ID_40662deecd,248,internet,41.732,-73.877
M_ID_406650d83b,130,luxury goods,40.391,-80.025
M_ID_406659281f,383,news & journalism,38.544,-76.142
M_ID_4067cc0f53,705,groceries,40.464,-80.0
M_ID_40685a1f39,248,internet,42.252,-71.85
M_ID_4068965abb,661,internet,42.231,-71.804
M_ID_4069d3cc30,299,luxury goods,40.436,-80.001
M_ID_406bd58790,309,beauty & personal care,42.647,-73.738
M_ID_406c1f0003,755,internet,41.415,-77.314
M_ID_406c3df20e,690,biotechnology,40.473,-80.025
M_ID_406cc4718c,367,carpentry,41.798,-72.656
M_ID_406d4f03ca,779,consumer electronics,42.622,-73.778
M_ID_406d5e59c2,307,entertainment,41.719,-72.684
M_ID_406e4a0865,289,consumer electronics,42.661,-73.724
M_ID_406eaf58c5,130,luxury goods,42.219,-71.777
M_ID_406f49febd,299,luxury goods,41.648,-73.891
M_ID_407081aeae,884,consumer electronics,42.274,-71.77
M_ID_4071650fac,755,internet,43.218,-71.541
M_ID_407207681c,560,gas,41.646,-73.913
M_ID_407338e182,87,consumer electronics,41.705,-73.96
M_ID_40745b8b30,401,luxury goods,42.036,-74.412
M_ID_40746a1736,126,consumer electronics,42.218,-71.765
M_ID_407497b849,195,gas,42.614,-73.772
M_ID_4074e1a27c,195,gas,39.947,-76.194
M_ID_4076b6fd0a,198,insurance,41.715,-73.954
M_ID_4076da6746,457,luxury goods,41.773,-72.702
M_ID_40771921a1,309,beauty & personal care,42.646,-73.754
M_ID_407a3bc962,45,hotel,41.77,-72.684
M_ID_407a415b1d,171,gas,43.154,-71.537
M_ID_407b0587b6,705,groceries,42.279,-71.797
M_ID_407b28d1c4,705,groceries,40.435,-79.993
M_ID_407c502df7,367,carpentry,44.044,-74.186
M_ID_407cac3e50,422,consumer electronics,40.421,-80.001
M_ID_407d96d7a4,705,groceries,42.889,-73.405
M_ID_407de20078,307,entertainment,41.751,-72.655
M_ID_407f351ee3,307,entertainment,41.706,-73.923
M_ID_407fbe5afb,307,entertainment,42.655,-73.798
M_ID_408278582f,195,gas,41.778,-72.655
M_ID_4083521bd4,422,consumer electronics,41.716,-72.662
M_ID_4083541a72,434,flights,41.716,-73.885
M_ID_4085165171,307,entertainment,42.275,-71.768
M_ID_4085813f2c,299,luxury goods,40.455,-80.047
M_ID_4085c25e0d,705,groceries,41.751,-72.727
M_ID_4085e16bcc,518,consumer electronics,42.697,-73.755
M_ID_408816d794,367,carpentry,41.669,-73.952
M_ID_4088b59523,45,hotel,41.738,-73.907
M_ID_4089d4a54b,222,beauty & personal care,42.612,-73.759
M_ID_408a6be8d9,774,retail apparel,41.714,-73.912
M_ID_408c50c268,87,consumer electronics,41.792,-72.724
M_ID_408c6c3649,416,internet,42.298,-71.816
M_ID_408f998973,884,consumer electronics,43.25,-71.54
M_ID_4094b09c31,531,consumer electronics,43.247,-71.574
M_ID_4094f3996f,130,luxury goods,42.231,-71.809
M_ID_409532eaec,68,consumer electronics,41.734,-73.928
M_ID_40968d9870,360,gas,41.764,-72.693
M_ID_409874853a,307,entertainment,41.795,-72.634
M_ID_40989eb678,416,internet,43.167,-71.583
M_ID_40993d6bed,783,entertainment,42.255,-71.839
M_ID_4099e4bda2,661,internet,42.262,-71.759
M_ID_409b13a385,108,gas,42.242,-71.812
M_ID_409ea83adf,222,beauty & personal care,41.797,-72.653
M_ID_409f92a8db,307,entertainment,41.731,-73.961
M_ID_409fa8ddb4,179,internet,42.255,-71.811
M_ID_40a097c386,369,consumer electronics,42.27,-71.818
M_ID_40a2723808,108,gas,40.425,-80.0
M_ID_40a2c7a788,80,restaurant/dining,41.773,-72.71
M_ID_40a30ab8e5,401,luxury goods,41.776,-72.661
M_ID_40a36c8615,703,retail apparel,41.689,-73.914
M_ID_40a4e71ce5,705,groceries,43.193,-71.558
M_ID_40a509c2be,734,tobacco,42.678,-73.798
M_ID_40a792e705,307,entertainment,41.719,-72.717
M_ID_40a9d38d1b,843,retail apparel,41.734,-73.911
M_ID_40ab033af5,369,consumer electronics,40.484,-79.988
M_ID_40abc5cbed,415,hotel,40.454,-79.995
M_ID_40abe734b8,683,gas,41.664,-73.944
M_ID_40ac941409,119,insurance,43.236,-71.499
M_ID_40ad0a3d11,554,tobacco,43.22,-71.528
M_ID_40ad3a1e39,260,semiconductors,41.893,-75.386
M_ID_40ad74b773,755,internet,42.661,-73.79
M_ID_40ad8a8c2f,427,consumer electronics,40.441,-80.036
M_ID_40adcdc1f5,114,gym,42.601,-73.751
M_ID_40b043d9a3,273,gym,41.741,-73.947
M_ID_40b1c02a95,705,groceries,41.774,-72.629
M_ID_40b2f6c63a,307,entertainment,43.243,-71.5
M_ID_40b6c76dcf,427,consumer electronics,42.277,-71.834
M_ID_40b8852be7,419,retail apparel,41.712,-72.71
M_ID_40b998a710,360,gas,40.44,-79.983
M_ID_40ba743734,278,restaurant/dining,40.447,-79.974
M_ID_40ba87f753,298,insurance,41.765,-72.689
M_ID_40bb60f406,683,gas,43.155,-71.569
M_ID_40bc4ee97e,884,consumer electronics,42.694,-73.765
M_ID_40c0114a7c,111,real estate investments,43.157,-71.564
M_ID_40c01ca735,195,gas,43.235,-71.504
M_ID_40c0554bad,422,consumer electronics,41.738,-73.902
M_ID_40c1632023,422,consumer electronics,40.437,-80.004
M_ID_40c28228ea,884,consumer electronics,42.649,-73.788
M_ID_40c28d596f,367,carpentry,43.206,-71.588
M_ID_40c312de25,705,groceries,42.254,-71.842
M_ID_40c3383806,367,carpentry,40.437,-80.026
M_ID_40c559d156,705,groceries,40.391,-79.991
M_ID_40c5b355b1,690,groceries,42.21,-71.772
M_ID_40c650943d,369,consumer electronics,42.281,-71.763
M_ID_40c71f1aa0,307,entertainment,40.443,-79.99
M_ID_40c7df9160,683,gas,42.651,-73.776
M_ID_40c7fe7946,307,entertainment,41.685,-73.901
M_ID_40c9070f5e,195,gas,41.571,-75.832
M_ID_40c954a1fe,298,insurance,43.229,-71.583
